"Ad name","Delivery status","Delivery level","Ad set name","Ad name","Attribution setting","Amount spent (PLN)",Purchases,"Purchases conversion value","Cost per purchase","Koszulkowy Contribution Profit (7 Days Attribution) (PLN)","Result value type","Results ROAS","Average purchases conversion value","Purchases rate per link clicks","Purchases rate per landing page views","Checkouts initiated","Checkouts initiated conversion value","Cost per checkout initiated","Adds to cart","Adds to cart conversion value","Cost per add to cart","Landing page views","App landing page views","Website landing page views","Cost per landing page view","Landing Page Views / Outbound Clicks Rate","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Hook Rate","Hold Rate","CPM (cost per 1,000 impressions)","Quality ranking","Engagement rate ranking","Conversion rate ranking","Link (ad settings)","Body (ad settings)","Reporting starts","Reporting ends"
"Dziadku - szukaliśmy najlepszego prezentu - 15846 – kopia",not_delivering,ad,"Advantage+ Best Babcia i Dziadek Zestaw reklam","Dziadku - szukaliśmy najlepszego prezentu - 15846 – kopia","7-day click or 1-day view",1.32,,,,-1.32,,,,0,0,,,,,,,,,,,0,1,1.32,0.49751244,0,,6.56716418,-,-,-,https://koszulkowy.pl/15846-dziadku.html,"Dziadku, szukaliśmy najlepszego prezentu dla Ciebie, ale Ty masz już nas! 👨‍🦳👧🧒

Najlepszy prezent dla dziadka 🎁

Zamów ➡ https://koszulkowy.pl/15846-dziadku.html",2026-01-01,2026-01-31
"Jedź ostrożnie 38591",not_delivering,ad,"Walentynki nowości v3","Jedź ostrożnie 38591",Incremental,1.28,,,,-1.28,,,,0,0,,,,,,,1,,1,1.28,1,1,1.28,0.456621,0,,5.84474886,-,-,-,https://koszulkowy.pl/38591-kochanie-jedz-ostroznie.html,"Kochanie! jedź ostrożnie - drewniany brelok z grawerem - produkt personalizowany. 🌟 Podaruj bliskim wyjątkowy prezent, który przypomni im o Twojej trosce za każdym razem, gdy ruszą w drogę. 🚗💝 Kup teraz 👉 https://koszulkowy.pl/38591-kochanie-jedz-ostroznie.html",2026-01-01,2026-01-31
"Żona budowlańca - 24409",not_delivering,ad,"8.Pragmatyczny Śmieszek__80_ 70_PL","Żona budowlańca - 24409","7-day click, 1-day view or 1-day engaged view",1.24,,,,-1.24,,,,0,0,,,,,,,3,,3,0.41333333,0.75,4,0.31,1.38408304,0,,4.29065744,-,-,-,https://koszulkowy.pl/24409-zona-budowlanca.html,"Żona budowlańca jest jak normalna żona, tylko fajniejsza ❤️👷‍♂️Żona budowlańca jest jak normalna żona, tylko fajniejsza ❤️👷‍♂️
Prezenty to nasza specjalność! 🎁
KUP TERAZ! 👉  https://koszulkowy.pl/24409-zona-budowlanca.html",2026-01-01,2026-01-31
"Świeca Adamczycha 35630 film – kopia",inactive,ad,"Świece Filmy - Copy","Świeca Adamczycha 35630 film – kopia","7-day click, 1-day view or 1-day engaged view",1.23,,,,-1.23,,,,0,0,,,,,,,1,,1,1.23,1,1,1.23,0.70921986,0.37588652,0.03773585,8.72340426,-,-,-,https://koszulkowy.pl/35630-o-zapachu-adamczychy.html,"Świeca „O zapachu Adamczychy bez Andrzeja” to idealny gadżet dla fanów serialu 1670 i absurdalnego humoru 😂
Klienci zachwycają się jej zapachem i oryginalnym pomysłem - pełno pozytywnych opinii! 🌿
Zamów tutaj 👉 https://koszulkowy.pl/35630-o-zapachu-adamczychy.html",2026-01-01,2026-01-31
"Ranczo Kubek 35341 jest w scalingu - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Ranczo Kubek 35341 jest w scalingu - Copy","7-day click, 1-day view or 1-day engaged view",1.19,,,,-1.19,,,,0,0,,,,,,,1,,1,1.19,1,1,1.19,0.51546392,0,,6.13402062,-,-,-,https://koszulkowy.pl/35341-z-laweczka-zadzierasz.html,"Z ławeczką zadzierasz? Ciulu niemyty - dla fanów serialu Ranczo 🎁  kubek na prezent 🤩 Kup teraz 👉 https://koszulkowy.pl/35341-z-laweczka-zadzierasz.html",2026-01-01,2026-01-31
"Walentynki 27443 - Copy",not_delivering,ad,"13.Pragmatyczny Śmieszek__100_59_PL","Walentynki 27443 - Copy","7-day click, 1-day view or 1-day engaged view",1.15,,,,-1.15,,,,0,0,,,,,,,,,,,,,,,0,,5.39906103,-,-,-,https://koszulkowy.pl/27443-bede-cie-wkurzac.html,"Będę Cię wkurzać do końca Twoich dni 😁💞
Miłość można okazywać na różne sposoby 💝
Zobacz 👉 https://koszulkowy.pl/27443-bede-cie-wkurzac.html",2026-01-01,2026-01-31
"1670 My na hazard 35197",not_delivering,ad,"8.Pragmatyczny Śmieszek__140_ 70_PL","1670 My na hazard 35197","7-day click or 1-day view",1.11,,,,-1.11,,,,0,0,,,,,,,,,,,,,,,0,,3.68770764,-,-,-,https://koszulkowy.pl/35197-szczesc-boze.html,"Szczęść Boże! My na hazard 👕 męska koszulka na prezent dla fanów serialu 1670 🤩 Kup teraz 🎁 https://koszulkowy.pl/35197-szczesc-boze.html",2026-01-01,2026-01-31
"Świeca Adamczycha 35630 film",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","Świeca Adamczycha 35630 film","7-day click, 1-day view or 1-day engaged view",1.09,,,,-1.09,,,,0,0,1,101.91,1.09,1,71.91,1.09,2,,2,0.545,1,2,0.545,0.87336245,0.30567686,0.05714286,4.75982533,-,-,-,https://koszulkowy.pl/35630-o-zapachu-adamczychy.html,"Świeca „O zapachu Adamczychy bez Andrzeja” to idealny gadżet dla fanów serialu 1670 i absurdalnego humoru 😂
Klienci zachwycają się jej zapachem i oryginalnym pomysłem - pełno pozytywnych opinii! 🌿
Zamów tutaj 👉 https://koszulkowy.pl/35630-o-zapachu-adamczychy.html",2026-01-01,2026-01-31
"Najlepszy dziadek - 15392 – kopia",not_delivering,ad,"CKW Babcia i dziadek","Najlepszy dziadek - 15392 – kopia","7-day click or 1-day view",1.09,,,,-1.09,,,,0,0,,,,,,,,,,,0,1,1.09,0.75757576,0,,8.25757576,-,-,-,https://koszulkowy.pl/15392-najlepszy-dziadek.html,"Tak wygląda najlepszy dziadek na świecie ❤️🌏
Spraw by twoi bliscy poczuli się docenieni 😊🎁 
Kup teraz ✅ https://koszulkowy.pl/15392-najlepszy-dziadek.html",2026-01-01,2026-01-31
"16082 Fartuch",not_delivering,ad,"Babcia (Różne)","16082 Fartuch","7-day click, 1-day view or 1-day engaged view",1.09,,,,-1.09,,,,0,0,,,,,,,,,,,,,,,0,,8.58267717,-,-,-,https://koszulkowy.pl/16082-lepiej-smakuje-fartuch.html,"Wszystko lepiej smakuje kiedy babcia gotuje 🎁💖
Fartuch to idealny wybór dla każdej babci, która uwielbia gotować z miłością! 🍽️👵💖 Dzięki niemu każdy posiłek będzie smaczniejszy, a kuchnia pełna radości i uśmiechu! 😋🎉
 Kup teraz 👉 https://koszulkowy.pl/16082-lepiej-smakuje-fartuch.html",2026-01-01,2026-01-31
"Świeca Adamczycha 35630 film",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","Świeca Adamczycha 35630 film","7-day click, 1-day view or 1-day engaged view",1.09,,,,-1.09,,,,0,0,,,,,,,,,,,,,,,0.24285714,0.03921569,5.19047619,-,-,-,https://koszulkowy.pl/35630-o-zapachu-adamczychy.html,"Świeca „O zapachu Adamczychy bez Andrzeja” to idealny gadżet dla fanów serialu 1670 i absurdalnego humoru 😂
Klienci zachwycają się jej zapachem i oryginalnym pomysłem - pełno pozytywnych opinii! 🌿
Zamów tutaj 👉 https://koszulkowy.pl/35630-o-zapachu-adamczychy.html",2026-01-01,2026-01-31
"Walentynki 19491",not_delivering,ad,"CKW Walentynki 2 [cel 30 min 40]","Walentynki 19491","7-day click or 1-day view",1.08,,,,-1.08,,,,0,0,,,,,,,,,,,0,1,1.08,0.54347826,0,,5.86956522,-,-,-,https://koszulkowy.pl/19491-moja-zona.html,"Wszędzie dobrze, ale z moją żoną najlepiej 💝
Zamów 👉 https://koszulkowy.pl/19491-moja-zona.html
99% zamówień wysyłamy w 24h 🎁",2026-01-01,2026-01-31
"1670 My na hazard 35197",not_delivering,ad,"8.Pragmatyczny Śmieszek__135_ 49_PL","1670 My na hazard 35197","7-day click, 1-day view or 1-day engaged view",1.07,,,,-1.07,,,,0,0,,,,,,,,,,,0,1,1.07,0.39525692,0,,4.22924901,-,-,-,https://koszulkowy.pl/35197-szczesc-boze.html,"Szczęść Boże! My na hazard 👕 męska koszulka na prezent dla fanów serialu 1670 🤩 Kup teraz 🎁 https://koszulkowy.pl/35197-szczesc-boze.html",2026-01-01,2026-01-31
"Ławeczka ranczo 35338 - Copy",not_delivering,ad,"Ranczo - Copy","Ławeczka ranczo 35338 - Copy","7-day click, 1-day view or 1-day engaged view",1.05,,,,-1.05,,,,0,0,,,,,,,,,,,,,,,0,,10.09615385,-,-,-,https://koszulkowy.pl/35338-z-laweczka-zadzierasz.html,"Z ławeczką zadzierasz? Ciulu niemyty - dla fanów serialu Ranczo. 🌟 Świetny upominek dla każdego fana kultowego serialu, który wywoła uśmiech na twarzy! 🎁 Kup teraz 👉 https://koszulkowy.pl/35338-z-laweczka-zadzierasz.html",2026-01-01,2026-01-31
"Beztroskie lata - Copy",active,ad,Universal__3x,"Beztroskie lata - Copy","7-day click, 1-day view or 1-day engaged view",1.05,,,,-1.05,,,,0,0,,,,,,,,,,,0,1,1.05,2.94117647,0.41176471,0.07142857,30.88235294,-,-,-,https://koszulkowy.pl/,"Jak wygląda 6:00 rano teraz, a jak wyglądała kiedyś... przepaść niesamowita. 🥹

Często chodzicie na jakieś imprezy? Koniecznie dajcie znać w komentarzach! 

Zaobserwuj nasz profil! 💙
#korpohumor #workvibes #życiewpracy #workbestie #młodość",2026-01-01,2026-01-31
"33691 | Swieca Pracownika | Polina - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","33691 | Swieca Pracownika | Polina - Copy","7-day click, 1-day view or 1-day engaged view",1.04,,,,-1.04,,,,0,0,,,,,,,1,,1,1.04,1,1,1.04,0.62893082,0,,6.5408805,-,-,-,https://koszulkowy.pl/33691-swieca-o-zapachu-lez-twoich-pracownikow-swieczka-zapachowa-na-prezent-dla-szefa.html,{{product.brand}},2026-01-01,2026-01-31
"Walentynki 24542",not_delivering,ad,"CKW Walentynki 2 [cel 30 min 40]","Walentynki 24542","7-day click or 1-day view",1.03,,,,-1.03,,,,0,0,,,,,,,,,,,,,,,0,,5.44973545,-,-,-,https://koszulkowy.pl/24542-moja-zona-twierdzi.html,"Moja żona twierdzi że mam dwie wady: nie słucham jej i coś tam jeszcze mówiła v2 🤣🎁
Idealny pomysł na prezent z okazji Dnia Chłopaka 👕💝
Kup teraz ➡️  https://koszulkowy.pl/24542-moja-zona-twierdzi.html",2026-01-01,2026-01-31
"36550| Bluza 67| Polina",not_delivering,ad,"10.Viral trend__115_ 70_PL","36550| Bluza 67| Polina","7-day click, 1-day view or 1-day engaged view",1.03,,,,-1.03,,,,0,0,,,,,,,3,,3,0.34333333,1,3,0.34333333,1.88679245,0,,6.47798742,-,-,-,https://koszulkowy.pl/36550-six-seven-67-italian-brainrot-dziecieca-bluza-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"Six seven 36547 koszulka film – kopia",not_delivering,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","Six seven 36547 koszulka film – kopia","7-day click, 1-day view or 1-day engaged view",1.03,,,,-1.03,,,,0,0,,,,,,,,,,,0,1,1.03,1.2987013,0.03896104,0,13.37662338,-,-,-,https://koszulkowy.pl/36547-six-seven.html,"Six seven 67 - Italian Brainrot - koszulka idealna na prezent! 🎁
Kup teraz 👉 https://koszulkowy.pl/36547-six-seven.html",2026-01-01,2026-01-31
"3624 | kubek | Polina",active,ad,Universal__100+80__45__PL__Walentynki,"3624 | kubek | Polina","7-day click, 1-day view or 1-day engaged view",1.01,,,,-1.01,,,,0,0,,,,,,,3,,3,0.33666667,1,3,0.33666667,4.61538462,0,,15.53846154,-,-,-,https://koszulkowy.pl/3624-kochanie-jestes-wszystkim-czego-potrzebuje-magiczny-kubek-z-nadrukiem-5904508032844.html,{{product.brand}},2026-01-01,2026-01-31
"CKW F0 z Bestami - 7",not_delivering,ad,"15.Pragmatyczny Śmieszek__200_73_PL","CKW F0 z Bestami - 7","7-day click, 1-day view or 1-day engaged view",0.99,,,,-0.99,,,,0,0,,,,,,,,,,,,,,,0.09677419,0.33333333,31.93548387,-,-,-,http://koszulkowy.pl/,"✅ Gwarancja wysyłki do 24h 
✅ Ekspresowa obsługa klienta
✅ Opinia 4.8/5

https://koszulkowy.pl/ 

""Jestem bardzo zadowolona z przebiegu zamówienia, wszystko zgodnie z opisem"" Opinia klientki 💝",2026-01-01,2026-01-31
"Six seven multi film – kopia",not_delivering,ad,"CKW Six seven 36547","Six seven multi film – kopia","7-day click, 1-day view or 1-day engaged view",0.98,,,,-0.98,,,,0,0,,,,,,,,,,,0,2,0.49,2.77777778,0.125,0.33333333,13.61111111,-,-,-,https://koszulkowy.pl/,"Six seven 67 - Italian Brainrot - koszulka, bluza czy poduszka, co wybierasz? 🎁
Kup teraz 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"1670 Koń 35205 - Copy 2",active,ad,Universal__100+80__45__PL__*,"1670 Koń 35205 - Copy 2","7-day click, 1-day view or 1-day engaged view",0.98,,,,-0.98,,,,0,0,,,,,,,1,,1,0.98,1,1,0.98,1.20481928,0,,11.80722892,-,-,-,https://koszulkowy.pl/35205-kon-ci-sie-chyba-rozchorowal.html,"Koń Ci się chyba rozchorował. 🐴 Ten zabawny t-shirt wywoła uśmiech na twarzy każdego miłośnika serialu! 🎁 Kup teraz i spraw radość swojemu bliskiemu! 👉 https://koszulkowy.pl/35205-kon-ci-sie-chyba-rozchorowal.html",2026-01-01,2026-01-31
"16430| koszulka alibi - Polina",active,ad,Universal__100+80__45__PL__Walentynki,"16430| koszulka alibi - Polina","7-day click, 1-day view or 1-day engaged view",0.98,,,,-0.98,,,,0,0,,,,,,,,,,,,,,,0,,4.80392157,-,-,-,https://koszulkowy.pl/16430-mam-piekna-zone-mam-tez-bron-lopate-i-alibi-meska-koszulka-na-prezent.html?search_query=alibi&results=8,{{product.brand}},2026-01-01,2026-01-31
"DPA Bestsellery",not_delivering,ad,"1.Pragmatyczny Śmieszek_80_29__PL","DPA Bestsellery","7-day click, 1-day view or 1-day engaged view",0.97,,,,-0.97,,,,0,0,3,242.7,0.32333333,1,69.9,0.97,3,,3,0.32333333,1,3,0.32333333,2.75229358,0,,8.89908257,-,-,-,http://koszulkowy.pl/,"Zobacz jakie prezenty możesz dać najbliższym. Sprawdź nasze bestsellerowe propozycje 😎 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"67 bluza film modyfikacja – kopia",not_delivering,ad,"Italian Brainrot 67","67 bluza film modyfikacja – kopia","7-day click, 1-day view or 1-day engaged view",0.97,,,,-0.97,,,,0,0,,,,,,,,,,,,,,,0.08823529,0.16666667,14.26470588,-,-,-,https://koszulkowy.pl/36550-six-seven.html,"Six seven 67 - Italian Brainrot - dziecięca bluza na prezent. 🎁
Sprawdź 👉 https://koszulkowy.pl/36550-six-seven.html",2026-01-01,2026-01-31
"Walentynki 33743",not_delivering,ad,"CKW Walentynki 1 [cel 30 min 40]","Walentynki 33743","7-day click or 1-day view",0.96,,,,-0.96,,,,0,0,,,,,,,,,,,0,2,0.48,2.15053763,0,,10.32258065,-,-,-,https://koszulkowy.pl/33743-kochanie-jestes-wszystkim.html,"Kochanie, jesteś wszystkim czego potrzebuję - magiczny kubek z brokatem na prezent.✨ Wyraź swoje uczucia z wyjątkowym prezentem, który zaskoczy i zachwyci każdą wyjątkową osobę.🎁 Sprawdź! 👉 https://koszulkowy.pl/33743-kochanie-jestes-wszystkim.html",2026-01-01,2026-01-31
"Świeca Łzy pracowników 33691 - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Świeca Łzy pracowników 33691 - Copy","7-day click, 1-day view or 1-day engaged view",0.96,,,,-0.96,,,,0,0,,,,1,99.5,0.96,1,,1,0.96,1,1,0.96,1.25,0,,12,-,-,-,https://koszulkowy.pl/33691-prezent-dla-szefa.html,"Świeca o zapachu łez Twoich pracowników 🕯️ najbardziej trafiony prezent dla szefa 🎁 https://koszulkowy.pl/33691-prezent-dla-szefa.html 🤩 Wysyłka w 24h",2026-01-01,2026-01-31
"38857 | poduszka chrap - Polina",active,ad,Universal__100+80__45__PL__Walentynki,"38857 | poduszka chrap - Polina","7-day click, 1-day view or 1-day engaged view",0.95,,,,-0.95,,,,0,0,,,,,,,3,,3,0.31666667,1,3,0.31666667,1.51515152,0,,4.7979798,-,-,-,https://koszulkowy.pl/38857-nie-wyobrazam-sobie-zeby-obok-mnie-chrapal-ktos-inny-czarna-poduszka-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"Unboxing Video V3 Głos Bestsellery WZN 12/03",inactive,ad,"F0 - Copy 14IX25 - bez kubek kochanie","Unboxing Video V3 Głos Bestsellery WZN 12/03","7-day click, 1-day view or 1-day engaged view",0.92,,,,-0.92,,,,0,0,,,,,,,1,,1,0.92,1,1,0.92,1.25,0.2375,0.21052632,11.5,-,-,-,https://fb.com/canvas_doc/1308657047111591,"""Otwieram paczkę z Koszulkowy.pl. Zamówiłam dwie koszulki. Jak widzicie jakość jest świetna. To już moje kolejne zamówienie i jak zwykle się nie zawiodłam, więc polecam!"" 
⭐Ola, 9.11.2024

Dokończ zakupy i przekonaj się dlaczego nas chwalą :)
▶ http://koszulkowy.pl/",2026-01-01,2026-01-31
"38708 | poduszka | Polina",active,ad,Universal__100+80__45__PL__Walentynki,"38708 | poduszka | Polina","7-day click, 1-day view or 1-day engaged view",0.91,,,,-0.91,,,,0,0,,,,,,,1,,1,0.91,1,1,0.91,0.85470085,0,,7.77777778,-,-,-,https://koszulkowy.pl/38708-krol-jest-tylko-jeden-czarna-poduszka-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"CKW Multi 1670R Video - 19393",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW Multi 1670R Video - 19393","7-day click, 1-day view or 1-day engaged view",0.91,,,,-0.91,,,,0,0,,,,,,,,,,,,,,,0.14102564,0.09090909,5.83333333,-,-,-,https://koszulkowy.pl/19393-jestes-swoj-chlop-tak-sie-tylko-mowi-oczywiscie-jestes-moj-chlop-meska-koszulka-dla-fanow-serialu-1670.html,"#1670 #netflix #prezent  https://koszulkowy.pl/19393-moj-chlop.html",2026-01-01,2026-01-31
"Walentynki 19914",not_delivering,ad,"CKW Walentynki 2 [cel 30 min 40]","Walentynki 19914","7-day click or 1-day view",0.88,,,,-0.88,,,,0,0,,,,,,,,,,,,,,,0,,7.78761062,-,-,-,https://koszulkowy.pl/19914-zona-strazaka-jest-jak-normalna-zona.html,"Żona strażaka jest jak normalna żona, tylko fajniejsza! 😎👩‍🚒 
Szukasz prezentu? Pomożemy! ✨🎁 
Zobacz 👉 https://koszulkowy.pl/19914-zona-strazaka-jest-jak-normalna-zona.html",2026-01-01,2026-01-31
"Do mojego króla 38501",not_delivering,ad,"Walentynki nowości v2","Do mojego króla 38501",Incremental,0.85,,,,-0.85,,,,0,0,,,,,,,1,,1,0.85,0.25,4,0.2125,1.63265306,0,,3.46938776,-,-,-,https://koszulkowy.pl/38501-do-mojego-krola.html,"Do mojego króla - kocham Cię na zawsze - lampka led z grawerem. 💡 Wyraź swoje uczucia i podaruj bliskiej osobie wyjątkowy prezent, który rozświetli każdy dzień. ❤️ Kup teraz 👉 https://koszulkowy.pl/38501-do-mojego-krola.html",2026-01-01,2026-01-31
"Pierogi solejukowej 37120 – kopia",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","Pierogi solejukowej 37120 – kopia","7-day click, 1-day view or 1-day engaged view",0.85,,,,-0.85,,,,0,0,,,,,,,1,,1,0.85,1,1,0.85,0.47169811,0,,4.00943396,-,-,-,https://koszulkowy.pl/37120-pachnie-jak-pierogi-.html,"Pachnie jak pierogi Solejukowej - świeczka zapachowa na prezent dla fanów serialu Ranczo. ❤️ Zaskocz bliskich unikalnym aromatem, który przeniesie ich do smakowitego świata Solejukowej! 🔥 Kup teraz 👉 https://koszulkowy.pl/37120-pachnie-jak-pierogi-.html",2026-01-01,2026-01-31
"DPA CKW Rower Karuzela Video",inactive,ad,"5.Pragmatyczny Śmieszek_100_42_PL","DPA CKW Rower Karuzela Video","7-day click, 1-day view or 1-day engaged view",0.83,,,,-0.83,,,,0,0,,,,,,,,,,,,,,,0.04,0.16666667,5.53333333,-,-,-,https://koszulkowy.pl/557-prezent-dla-rowerzysty,"Idealny prezent dla fanów rowerowych przygód 👉 https://koszulkowy.pl/557-prezent-dla-rowerzysty 👕 Zamów koszulkę, bluzę z kapturem, magiczny kubek lub inny gadżet na prezent ✨ Sprawdź całą ofertę 🎁",2026-01-01,2026-01-31
"LINK - Emeryt Karuzela Video – kopia – kopia - Copy",active,ad,Universal__100+80__45__PL__*,"LINK - Emeryt Karuzela Video – kopia – kopia - Copy","7-day click, 1-day view or 1-day engaged view",0.82,,,,-0.82,,,,0,0,,,,,,,,,,,,,,,0.13450292,0,4.79532164,-,-,-,https://koszulkowy.pl/554-prezent-dla-emeryta,"Wysyłka w 24h 👌
""Takiego prezentu szukałem. Koszulka ""dla emeryta"" bardzo nas gości rozbawiła, może niekoniecznie samego zainteresowanego 😀 Polecam sklep Dobra jakość a przede wszystkim dostawa z dnia na dzień. Pozdrawiam Robert"" ⭐ 4.8/5

Ponad 500 tysięcy zadowolonych klientów 🎁
https://koszulkowy.pl/554-prezent-dla-emeryta
Ty też skorzystaj z okazji i zamów koszulkę na prezent ✅",2026-01-01,2026-01-31
"Świeca 1670 35630 - Copy 2",active,ad,Universal__100+80__45__PL__*,"Świeca 1670 35630 - Copy 2","7-day click, 1-day view or 1-day engaged view",0.82,,,,-0.82,,,,0,0,,,,,,,,,,,,,,,0,,6.02941176,-,-,-,https://koszulkowy.pl/35630-swieca-o-zapachu-adamczychy.html,"Świeca o zapachu Adamczychy bez Andrzeja - świeczka zapachowa na prezent dla fanów serialu 1670. Wyjątkowy zapach, który przeniesie Cię prosto w klimat ulubionego serialu! 🎬✨ Kup teraz 👉 https://koszulkowy.pl/35630-swieca-o-zapachu-adamczychy.html",2026-01-01,2026-01-31
"Friends dont lie 36383 - Copy",active,ad,Universal__100+80__45__PL__*,"Friends dont lie 36383 - Copy","7-day click, 1-day view or 1-day engaged view",0.81,,,,-0.81,,,,0,0,,,,,,,,,,,,,,,0,,6.23076923,-,-,-,https://koszulkowy.pl/36383-friends-don-t-lie.html,"Friends don't lie - dla fanów serialu Stranger Things. Odkryj niesamowity prezent dla bliskich, który odda klimat ukochanej serii! 🎁 Nie czekaj, zobacz teraz! 🔗 https://koszulkowy.pl/36383-friends-don-t-lie.html",2026-01-01,2026-01-31
"Szczęść Boże bluza 35194 - Copy",inactive,ad,"1670 My na hazard - Copy","Szczęść Boże bluza 35194 - Copy","7-day click, 1-day view or 1-day engaged view",0.8,,,,-0.8,,,,0,0,,,,,,,,,,,,,,,0,,8.33333333,-,-,-,https://koszulkowy.pl/35194-szczesc-boze-bluza.html,"Szczęść Boże! My na hazard.🤩 Bluza którą powinien mieć w szafie każdy fan serialu 1670. 😊 
Kup już dzis 👉 https://koszulkowy.pl/35194-szczesc-boze-bluza.html",2026-01-01,2026-01-31
"33694 | Swieca | Polina",active,ad,Universal__100+80__45__PL__Walentynki,"33694 | Swieca | Polina","7-day click, 1-day view or 1-day engaged view",0.8,,,,-0.8,,,,0,0,,,,,,,,,,,0,1,0.8,2.27272727,0,,18.18181818,-,-,-,https://koszulkowy.pl/33694-takiej-kobiety-to-ze-swieca-szukac-swieczka-zapachowa-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"Świece karuzela – kopia",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","Świece karuzela – kopia","7-day click, 1-day view or 1-day engaged view",0.76,,,,-0.76,,,,0,0,,,,,,,5,,5,0.152,1,5,0.152,8.92857143,0.01785714,0,13.57142857,-,-,-,https://koszulkowy.pl/1068-swiece-zapachowe,"🔥 Świeczki, które mają charakter! 🔥

SUPER OKAZJA 🤩

Nie każda świeca musi być nudna i różana. Nasze wzory to coś więcej – to świeczki dla ludzi z pasją.

👷‍♂️ Dla elektryków – z błyskiem humoru i energii.
🏍️ Dla motocyklistów – z nutą wolności i przygody.
🎁 Idealne na prezent dla znajomych z branży albo po prostu jako wyjątkowy gadżet do domu czy garażu.

To nie tylko zapach, ale styl i osobowość zamknięta w szkle.
👉 Sprawdź całą kolekcję tutaj: https://koszulkowy.pl/1068-swiece-zapachowe",2026-01-01,2026-01-31
"34451 | Koszulka GTA POlska | Polina - Copy",active,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","34451 | Koszulka GTA POlska | Polina - Copy","7-day click, 1-day view or 1-day engaged view",0.76,,,,-0.76,,,,0,0,,,,1,14.99,0.76,4,,4,0.19,1,4,0.19,1.48148148,0,,2.81481481,-,-,-,https://koszulkowy.pl/34451-polska-meska-koszulka-na-prezent.html,{{product.brand}},2026-01-01,2026-01-31
"20260 Magiczny Kubek",inactive,ad,"3.Sentymentalna Opiekunka__115__37__PL__*","20260 Magiczny Kubek","7-day click, 1-day view or 1-day engaged view",0.75,,,,-0.75,,,,0,0,,,,,,,2,,2,0.375,1,2,0.375,1.75438596,0.30701754,0.25714286,6.57894737,-,-,-,https://koszulkowy.pl/20260-dobrze-ze-jestes.html,"Dobrze, że jesteś 💕☕
A wy też myślicie, że to zwykły czarny kubek? Otóż nie! Zobacz filmik, by zobaczyć, jak kubek przemienia się za pomocą gorącej wody! 🥰
Kup teraz 👉 https://koszulkowy.pl/20260-dobrze-ze-jestes.html",2026-01-01,2026-01-31
"F0 zamów do 14.00 Film Karuzela",inactive,ad,"F0 zamów do 14:00","F0 zamów do 14.00 Film Karuzela","7-day click, 1-day view or 1-day engaged view",0.75,,,,-0.75,,,,0,0,,,,,,,,,,,,,,,0.15053763,0.07142857,8.06451613,-,-,-,http://koszulkowy.pl/,"Zamów dziś - odbierz jutro! 📦
Tak, to możliwe z Koszulkowy.pl! Jeśli złożysz zamówienie do godziny 14:00, Twoja paczka trafi do Ciebie już następnego dnia. 😊
Błyskawiczna wysyłka, najwyższa jakość produktów i tysiące zadowolonych klientów - to nasz standard. 💙

Nie czekaj, zamów teraz i przekonaj się sam! 👉 https://koszulkowy.pl/",2026-01-01,2026-01-31
"CKW - DPA Ranczo Film Karuzela",inactive,ad,"2.Pragmatyczny Śmieszek__100__37__PL__*","CKW - DPA Ranczo Film Karuzela","7-day click, 1-day view or 1-day engaged view",0.75,,,,-0.75,,,,0,0,,,,,,,,,,,,,,,0.072,0,6,-,-,-,https://koszulkowy.pl/1069-koszulki-i-gadzety-dla-fanow-serialu-ranczo,"Dla fanów kultowego Rancza, którzy tęsknią za Wilkowyjami! 🐓 Mamy koszulki, kubki i inne gadżety z inspirowane serialem – idealne na prezent lub dla siebie. 😄 Nowość: świeczki z tej serii, które wprowadzą klimat prawdziwego Rancza do Twojego domu! 🕯 👉  https://koszulkowy.pl/1069-koszulki-i-gadzety-dla-fanow-serialu-ranczo",2026-01-01,2026-01-31
"Dla babci led 38278",not_delivering,ad,"A+ Babcia nowości","Dla babci led 38278",Incremental,0.74,,,,-0.74,,,,0,0,,,,,,,1,,1,0.74,1,1,0.74,0.4950495,0,,3.66336634,-,-,-,https://koszulkowy.pl/38278-dla-kochanej-babci.html,"Dla kochanej babci - Lampka led z grawerem. 🌟 Rozświetl jej dzień wyjątkowym prezentem pełnym ciepła i miłości. 💖 Kup teraz 🎁 https://koszulkowy.pl/38278-dla-kochanej-babci.html",2026-01-01,2026-01-31
